category,section,title,url,description,source,stars,github_url
GitHub (anthropics),claude-cookbooks/claude_agent_sdk/observability_agent,Observability Agent Architecture,anthropic-collection/claude-cookbooks/claude_agent_sdk/observability_agent/architecture_diagram.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/claude_agent_sdk/research_agent,Research Agent Architecture,anthropic-collection/claude-cookbooks/claude_agent_sdk/research_agent/architecture_diagram.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/coding,prompting_for_frontend_aesthetics.ipynb,anthropic-collection/claude-cookbooks/coding/prompting_for_frontend_aesthetics.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/extended_thinking,extended_thinking.ipynb,anthropic-collection/claude-cookbooks/extended_thinking/extended_thinking.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/extended_thinking,extended_thinking_with_tool_use.ipynb,anthropic-collection/claude-cookbooks/extended_thinking/extended_thinking_with_tool_use.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/fable_5_fallback_billing,guide.ipynb,anthropic-collection/claude-cookbooks/fable_5_fallback_billing/guide.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/finetuning,finetuning_on_bedrock.ipynb,anthropic-collection/claude-cookbooks/finetuning/finetuning_on_bedrock.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,CMA_coordinate_specialist_team.ipynb,anthropic-collection/claude-cookbooks/managed_agents/CMA_coordinate_specialist_team.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,CMA_explore_unfamiliar_codebase.ipynb,anthropic-collection/claude-cookbooks/managed_agents/CMA_explore_unfamiliar_codebase.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,CMA_gate_human_in_the_loop.ipynb,anthropic-collection/claude-cookbooks/managed_agents/CMA_gate_human_in_the_loop.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,CMA_iterate_fix_failing_tests.ipynb,anthropic-collection/claude-cookbooks/managed_agents/CMA_iterate_fix_failing_tests.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,CMA_operate_in_production.ipynb,anthropic-collection/claude-cookbooks/managed_agents/CMA_operate_in_production.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,CMA_orchestrate_issue_to_pr.ipynb,anthropic-collection/claude-cookbooks/managed_agents/CMA_orchestrate_issue_to_pr.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,CMA_prompt_versioning_and_rollback.ipynb,anthropic-collection/claude-cookbooks/managed_agents/CMA_prompt_versioning_and_rollback.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,CMA_remember_user_preferences.ipynb,anthropic-collection/claude-cookbooks/managed_agents/CMA_remember_user_preferences.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,CMA_verify_with_outcome_grader.ipynb,anthropic-collection/claude-cookbooks/managed_agents/CMA_verify_with_outcome_grader.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,Claude Managed Agents cookbooks,anthropic-collection/claude-cookbooks/managed_agents/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,data_analyst_agent.ipynb,anthropic-collection/claude-cookbooks/managed_agents/data_analyst_agent.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,slack_data_bot.ipynb,anthropic-collection/claude-cookbooks/managed_agents/slack_data_bot.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents,sre_incident_responder.ipynb,anthropic-collection/claude-cookbooks/managed_agents/sre_incident_responder.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/cma-mcp,CMA as an MCP server,anthropic-collection/claude-cookbooks/managed_agents/cma-mcp/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/cma-mcp,Setup tips & tricks — CMA as an MCP server,anthropic-collection/claude-cookbooks/managed_agents/cma-mcp/skill.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/example_data,Example data,anthropic-collection/claude-cookbooks/managed_agents/example_data/OVERVIEW.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/example_data/gate,"Gate, expense approver",anthropic-collection/claude-cookbooks/managed_agents/example_data/gate/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/example_data/iterate,"Iterate, get the tests green",anthropic-collection/claude-cookbooks/managed_agents/example_data/iterate/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/example_data/orchestrate,"Orchestrate, drive an issue to a merged PR",anthropic-collection/claude-cookbooks/managed_agents/example_data/orchestrate/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/example_data/sre/runbooks,Runbook: OOMKilled / OutOfMemoryError,anthropic-collection/claude-cookbooks/managed_agents/example_data/sre/runbooks/oom.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/linear,Linear × Claude Managed Agents,anthropic-collection/claude-cookbooks/managed_agents/linear/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/linear,Setup tips & tricks — Linear × CMA webhook bridge,anthropic-collection/claude-cookbooks/managed_agents/linear/skill.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/self_hosted_sandboxes,Self-Hosted Sandboxes,anthropic-collection/claude-cookbooks/managed_agents/self_hosted_sandboxes/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/self_hosted_sandboxes/cf,Cloudflare demo — Self-Hosted Sandboxes (Container variant),anthropic-collection/claude-cookbooks/managed_agents/self_hosted_sandboxes/cf/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/self_hosted_sandboxes/cf-worker,Cloudflare demo — Self-Hosted Sandboxes (pure-Worker variant),anthropic-collection/claude-cookbooks/managed_agents/self_hosted_sandboxes/cf-worker/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/self_hosted_sandboxes/daytona,Daytona demo — Self-Hosted Sandboxes,anthropic-collection/claude-cookbooks/managed_agents/self_hosted_sandboxes/daytona/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/self_hosted_sandboxes/docker,Docker demo — Self-Hosted Sandboxes,anthropic-collection/claude-cookbooks/managed_agents/self_hosted_sandboxes/docker/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/self_hosted_sandboxes/docs,"Upgrading ""Running a self-hosted worker""",anthropic-collection/claude-cookbooks/managed_agents/self_hosted_sandboxes/docs/upgrade-guide.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/self_hosted_sandboxes/docs,Running a self-hosted worker,anthropic-collection/claude-cookbooks/managed_agents/self_hosted_sandboxes/docs/usage-guide.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/self_hosted_sandboxes/modal,Modal demo — Self-Hosted Sandboxes,anthropic-collection/claude-cookbooks/managed_agents/self_hosted_sandboxes/modal/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/self_hosted_sandboxes/vercel,Vercel demo — Self-Hosted Sandboxes,anthropic-collection/claude-cookbooks/managed_agents/self_hosted_sandboxes/vercel/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/sentry,Sentry triage × Claude Managed Agents,anthropic-collection/claude-cookbooks/managed_agents/sentry/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/sentry,Setup tips & tricks: scheduled Sentry triage with vault env-var credentials,anthropic-collection/claude-cookbooks/managed_agents/sentry/skill.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/slack,Slack × Claude Managed Agents,anthropic-collection/claude-cookbooks/managed_agents/slack/README.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/managed_agents/slack,Setup tips & tricks — Slack × CMA webhook bridge,anthropic-collection/claude-cookbooks/managed_agents/slack/skill.md,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,batch_processing.ipynb,anthropic-collection/claude-cookbooks/misc/batch_processing.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,building_evals.ipynb,anthropic-collection/claude-cookbooks/misc/building_evals.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,building_moderation_filter.ipynb,anthropic-collection/claude-cookbooks/misc/building_moderation_filter.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,generate_test_cases.ipynb,anthropic-collection/claude-cookbooks/misc/generate_test_cases.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,how_to_enable_json_mode.ipynb,anthropic-collection/claude-cookbooks/misc/how_to_enable_json_mode.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,how_to_make_sql_queries.ipynb,anthropic-collection/claude-cookbooks/misc/how_to_make_sql_queries.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,metaprompt.ipynb,anthropic-collection/claude-cookbooks/misc/metaprompt.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,pdf_upload_summarization.ipynb,anthropic-collection/claude-cookbooks/misc/pdf_upload_summarization.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,prompt_caching.ipynb,anthropic-collection/claude-cookbooks/misc/prompt_caching.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,read_web_pages_with_haiku.ipynb,anthropic-collection/claude-cookbooks/misc/read_web_pages_with_haiku.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,sampling_past_max_tokens.ipynb,anthropic-collection/claude-cookbooks/misc/sampling_past_max_tokens.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
GitHub (anthropics),claude-cookbooks/misc,session_memory_compaction.ipynb,anthropic-collection/claude-cookbooks/misc/session_memory_compaction.ipynb,,Local: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks
